# Config Source Mapping for desk-api
# =============================================================================
#
# Traces every JSON config file in desk-api back to its source in the original
# Polopoly/Gong/ADM codebase.
#
# Format (pipe-delimited):
#   type|source_base|source_path|dest_tier|dest_subdir|external_id
#
# Column definitions:
#   type         - Extraction method:
#                    xml-cdata  = JSON embedded in XML <component> element (with or without CDATA wrapper)
#                    json-ref   = XML references a separate JSON/JSON5 file via <file> or file= attribute
#                    json       = Direct JSON file copy (no XML wrapper)
#                    manual     = No source; manually created for desk-api
#
#   source_base  - Source codebase shorthand:
#                    gong-desk            = ../gong/desk/content/src/main/content
#                    gong-common          = ../gong/content/common/src/main/content
#                    adm-starterkit       = ../adm-starterkit/content/custom-content/src/main/content
#                    adm-starterkit-pseries = ../adm-starterkit/content/custom-pseries-content/src/main/content
#                    none                 = No external source
#
#   source_path  - Relative path within source_base to the primary source file
#                  (the XML containing the <externalid> tag, or the JSON file itself)
#
#   dest_tier    - Target tier: defaults | flavor/pseries
#
#   dest_subdir  - Subdirectory under the tier
#
#   external_id  - External ID = output filename without .json5 extension
#
# Notes:
#   - "xml-cdata" covers both <![CDATA[{...}]]> and bare inline JSON in <component> elements
#   - "json-ref" sources have companion JSON/JSON5 files relative to the XML location
#   - For desk locale files, the XML references .json5 files in a locales/ subdirectory
#   - For custom locale files, the XML parent content has <file> elements referencing locale/*.json
#   - For form-templates from dam-json-template-list.xml, external IDs come from <externalid> in the XML
#     (e.g. atex.onecms.Template-com.atex.onecms.app.dam.image.DamImageBean), NOT from the JSON filename
#   - Some files exist in multiple sources (gong-desk, adm-starterkit); the first source listed is
#     the primary/original, the second is the starterkit override layer
#   - Entries are sorted by dest_tier, then dest_subdir, then external_id
#
# Generated: 2026-02-27
# =============================================================================
#
# type|source_base|source_path|dest_tier|dest_subdir|external_id
#
# --- defaults/audioai ---
xml-cdata|gong-common|content/publish/publish-page-configuration.xml|defaults|publish|publish.page.configuration
#
# --- defaults/remotes ---
xml-cdata|gong-desk|remotes/com.atex.onecms.dam.remotes.Configuration.xml|defaults|remotes|com.atex.onecms.dam.remotes.Configuration
#
# --- defaults/reset-password ---
xml-cdata|gong-common|content/reset-password/com.atex.onecms.reset-password.Configuration.xml|defaults|reset-password|com.atex.onecms.reset-password.Configuration
#
# --- defaults/restrictContent ---
json-ref|gong-desk|restrictContent/atex.configuration.desk.restrictContent.xml|defaults|restrictContent|atex.configuration.desk.restrictContent
#
# --- defaults/routes-list ---
xml-cdata|gong-desk|routes-list/routes-list-conf.xml|defaults|routes-list|dam.routes.list.conf
xml-cdata|gong-desk|routes-list/2-route-configuration.image.conf.xml|defaults|routes-list|route.configuration.image.conf
xml-cdata|gong-desk|routes-list/1-route-configuration.json.conf.xml|defaults|routes-list|route.configuration.json.conf
xml-cdata|gong-desk|routes-list/4-route-configuration.newsml.conf.xml|defaults|routes-list|route.configuration.newsml.conf
xml-cdata|gong-desk|routes-list/3-route-configuration.reuters.conf.xml|defaults|routes-list|route.configuration.reuters.conf
xml-cdata|gong-desk|routes-list/0-route-configuration.unzip.conf.xml|defaults|routes-list|route.configuration.unzip.conf
xml-cdata|gong-desk|routes-list/5-route-configuration.video.conf.xml|defaults|routes-list|route.configuration.video.conf
#
# --- defaults/sendcontent ---
xml-cdata|gong-desk|sendcontent/send-content-conf.xml|defaults|sendcontent|dam.sendcontent.conf
#
# --- defaults/settings ---
xml-cdata|gong-desk|settings/general-default-configuration.xml|defaults|settings|com.atex.onecms.general.default.Configuration
#
# --- defaults/smartupdates ---
xml-cdata|gong-desk|smartupdates/smart-updates-conf.xml|defaults|smartupdates|dam.smartupdates.conf
#
# --- defaults/tag-manager ---
xml-cdata|gong-desk|tag-manager-configuration/atex.configuration.tag-manager-configuration.xml|defaults|tag-manager|atex.configuration.tag-manager-configuration
#
# --- defaults/widgets-configuration ---
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.activePreview.xml|defaults|widgets-configuration|configuration.widget.activePreview
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pCKEditor.xml|defaults|widgets-configuration|configuration.widget.pCKEditor
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pGoogleMaps.xml|defaults|widgets-configuration|configuration.widget.pGoogleMaps
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pGoogleMapsPicker.xml|defaults|widgets-configuration|configuration.widget.pGoogleMapsPicker
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pImageEditor.xml|defaults|widgets-configuration|configuration.widget.pImageEditor
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pMetadata.xml|defaults|widgets-configuration|configuration.widget.pMetadata
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.pResourceArea.xml|defaults|widgets-configuration|configuration.widget.pResourceArea
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.slmSelectElement.xml|defaults|widgets-configuration|configuration.widget.slmSelectElement
xml-cdata|gong-common|content/widgets-configuration/configuration.widget.xLayoutPreview.xml|defaults|widgets-configuration|configuration.widget.xLayoutPreview
#
# --- defaults/workflow ---
# Workflow status lists are manually maintained in desk-api (no source in gong/adm codebases)
manual|none||defaults|workflow|dam.webstatuslist.d
manual|none||defaults|workflow|dam.wfstatuslist.d
#
# =============================================================================
# flavor/pseries tier — overrides from adm-starterkit custom-pseries-content
# =============================================================================
#
# --- flavor/pseries/desk-configuration ---
xml-cdata|adm-starterkit-pseries|desk-configuration/atex.configuration.desk.copyfit.xml|flavor/pseries|desk-configuration|atex.configuration.desk.copyfit-configurations
xml-cdata|adm-starterkit-pseries|desk-configuration/atex.configuration.desk.menus.xml|flavor/pseries|desk-configuration|atex.configuration.desk.menus
xml-cdata|adm-starterkit-pseries|desk-configuration/atex.configuration.desk.toolbars.xml|flavor/pseries|desk-configuration|atex.configuration.desk.toolbars
xml-cdata|adm-starterkit-pseries|desk-configuration/atex.configuration.desk.widgets.xml|flavor/pseries|desk-configuration|atex.configuration.desk.widgets
#
# --- flavor/pseries/desk-configuration/form ---
xml-cdata|adm-starterkit-pseries|desk-configuration/form/atex.configuration.desk.search-forms.xml|flavor/pseries|desk-configuration/form|atex.configuration.desk.search-forms
xml-cdata|adm-starterkit-pseries|desk-configuration/form/atex.configuration.desk.smart-folder-filters.xml|flavor/pseries|desk-configuration/form|atex.configuration.desk.smart-folder-filters
#
# --- flavor/pseries/desk-configuration/permission ---
xml-cdata|adm-starterkit-pseries|desk-configuration/permission/atex.configuration.desk.permissions.disable.queues-panel-rules.xml|flavor/pseries|desk-configuration/permission|atex.configuration.desk.disable-queues-panel-rules
#
# --- flavor/pseries/desk-configuration/result-set ---
xml-cdata|adm-starterkit-pseries|desk-configuration/result-set/atex.configuration.desk.thumbnail-list.xml|flavor/pseries|desk-configuration/result-set|atex.configuration.desk.thumbnail-list
#
# --- flavor/pseries/editor-configuration ---
xml-cdata|adm-starterkit-pseries|editor-configuration/ui-configuration/atex.configuration.act.toolbar-configurations.xml|flavor/pseries|editor-configuration|atex.configuration.act.toolbar-configurations
#
# --- flavor/pseries/editor-configuration/permission ---
xml-cdata|adm-starterkit-pseries|editor-configuration/ui-configuration/permission/atex.configuration.act.permissions.disable-publish-rules.xml|flavor/pseries|editor-configuration/permission|atex.configuration.act.disable-publish-rules
#
# --- flavor/pseries/form-templates ---
json-ref|adm-starterkit-pseries|onecms-templates/article/act/atex.onecms.Template-atex.onecms.article.print.xml|flavor/pseries|form-templates|atex.onecms.Template-atex.onecms.article.print
json-ref|adm-starterkit-pseries|onecms-templates/article/act/atex.onecms.Template-atex.onecms.article.print.preview.xml|flavor/pseries|form-templates|atex.onecms.Template-atex.onecms.article.print.preview
json-ref|adm-starterkit-pseries|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.production.dam.preview.xml|flavor/pseries|form-templates|atex.onecms.Template-atex.onecms.article.production.dam.preview
#
# --- flavor/pseries/widgets-configuration ---
xml-cdata|adm-starterkit-pseries|widgets-configuration/configuration.widget.activePreview.xml|flavor/pseries|widgets-configuration|configuration.widget.activePreview
#
# --- defaults/layout ---
xml-component|gong-copyfit|copyfit/config/layout-server-configuration.xml|defaults|layout|atex.plugins.layout.LayoutServerConfiguration
#
# --- defaults/form-templates (onecms-common templates) ---
# Article templates
json-ref|gong-onecms-common|onecms-templates/article/act/atex.onecms.Template-atex.onecms.article.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.preview
json-ref|gong-onecms-common|onecms-templates/article/act/atex.onecms.Template-atex.onecms.article.print.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.print
json-ref|gong-onecms-common|onecms-templates/article/act/atex.onecms.Template-atex.onecms.article.web.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.web
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.archive.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.archive.dam.edit
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.archive.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.archive.dam.preview
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.production.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.production.dam.edit
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.production.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.production.dam.preview
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.wire.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.wire.dam.edit
json-ref|gong-onecms-common|onecms-templates/article/desk/atex.onecms.Template-atex.onecms.article.wire.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.article.wire.dam.preview
# Audio templates
json-ref|gong-onecms-common|onecms-templates/audio/desk/atex.onecms.Template-atex.onecms.audio.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.Audio.dam.edit
json-ref|gong-onecms-common|onecms-templates/audio/desk/atex.onecms.Template-atex.onecms.audio.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.Audio.dam.preview
# Author templates
json-ref|gong-onecms-common|onecms-templates/author/desk/atex.onecms.Template-atex.onecms.author.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.author.dam.edit
# Bulk images templates
json-ref|gong-onecms-common|onecms-templates/bulkimages/act/atex.onecms.Template-atex.onecms.bulkimages.act.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.bulkimages.act
# Change property bag templates
json-ref|gong-onecms-common|onecms-templates/changePropertyBag/atex.onecms.Template-atex.onecms.changeFoliosPropertyBag.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.changeFoliosPropertyBag
json-ref|gong-onecms-common|onecms-templates/changePropertyBag/atex.onecms.Template-atex.onecms.changePuffsPropertyBag.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.changePuffsPropertyBag
# Change status template
json-ref|gong-onecms-common|onecms-templates/changeStatus/atex.onecms.Template-atex.onecms.changeStatus.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.changeStatus
# Collection templates
json-ref|gong-onecms-common|onecms-templates/collection/act/atex.onecms.Template-atex.onecms.collection.act.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.collection.act
json-ref|gong-onecms-common|onecms-templates/collection/desk/atex.onecms.Template-atex.onecms.collection.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.collection.dam.edit
json-ref|gong-onecms-common|onecms-templates/collection/desk/atex.onecms.Template-atex.onecms.collection.dam.readonly.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.collection.dam.readonly
# Document templates
json-ref|gong-onecms-common|onecms-templates/document/desk/atex.onecms.Template-atex.onecms.document.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.Document.dam.edit
json-ref|gong-onecms-common|onecms-templates/document/desk/atex.onecms.Template-atex.onecms.document.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.Document.dam.preview
# Embed template
json-ref|gong-onecms-common|onecms-templates/embed/desk/atex.onecms.Template-atex.onecms.embed.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.Embed.dam.edit
# Folder templates
json-ref|gong-onecms-common|onecms-templates/folder/desk/atex.onecms.Template-atex.onecms.folder.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.folder.dam.edit
json-ref|gong-onecms-common|onecms-templates/folder/desk/atex.onecms.Template-atex.onecms.folder.dam.readonly.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.folder.dam.readonly
json-ref|gong-onecms-common|onecms-templates/folder/desk/atex.onecms.Template-atex.onecms.folder.smart.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.folder.smart.dam.edit
# Graphic templates
json-ref|gong-onecms-common|onecms-templates/graphic/desk/atex.onecms.Template-atex.onecms.graphic.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.graphic.dam.edit
json-ref|gong-onecms-common|onecms-templates/graphic/desk/atex.onecms.Template-atex.onecms.graphic.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.graphic.dam.preview
# Image templates
json-ref|gong-onecms-common|onecms-templates/image/act/atex.onecms.Template-atex.onecms.image.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.archive.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.archive.dam.edit
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.archive.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.archive.dam.preview
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.production.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.production.dam.edit
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.production.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.production.dam.preview
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.wire.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.wire.dam.edit
json-ref|gong-onecms-common|onecms-templates/image/desk/atex.onecms.Template-atex.onecms.image.wire.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.image.wire.dam.preview
# Instagram template
json-ref|gong-onecms-common|onecms-templates/instagram/desk/atex.onecms.Template-atex.onecms.instagram.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.instagram.dam.edit
# LiveBlog templates
json-ref|gong-onecms-common|onecms-templates/liveblog/act/atex.onecms.Template-atex.onecms.liveblog.article.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.LiveBlog.article.dam.preview
json-ref|gong-onecms-common|onecms-templates/liveblog/act/atex.onecms.Template-atex.onecms.liveblog.article.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.LiveBlog.article
json-ref|gong-onecms-common|onecms-templates/liveblog/act/atex.onecms.Template-atex.onecms.liveblog.event.xml|defaults|form-templates|atex.onecms.Template-atex.dam.standard.LiveBlog.event
# Page templates
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.dam.edit
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.dam.planner.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.dam.planner
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.dam.preview
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.production.dam.build.book.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.production.dam.build.book
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.production.dam.create.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.production.dam.create
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.production.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.production.dam.edit
json-ref|gong-onecms-common|onecms-templates/page/desk/atex.onecms.Template-atex.onecms.page.production.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.page.production.dam.preview
# Tweet template
json-ref|gong-onecms-common|onecms-templates/tweet/desk/atex.onecms.Template-atex.onecms.tweet.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.tweet.dam.edit
# Video templates
json-ref|gong-onecms-common|onecms-templates/video/desk/atex.onecms.Template-atex.onecms.video.dam.edit.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.video.dam.edit
json-ref|gong-onecms-common|onecms-templates/video/desk/atex.onecms.Template-atex.onecms.video.dam.import.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.video.dam.import
json-ref|gong-onecms-common|onecms-templates/video/desk/atex.onecms.Template-atex.onecms.video.dam.preview.xml|defaults|form-templates|atex.onecms.Template-atex.onecms.video.dam.preview
